ENSMUSG00000089409	ENSMUST00000158784		83078511	83078629	Gm24884-201	Gm24884
ENSMUSG00000008575	ENSMUST00000107247	anterior commissure morphogenesis	82290173	82705750	Nfib-003	Nfib
ENSMUSG00000008575	ENSMUST00000107247	cell differentiation involved in salivary gland development	82290173	82705750	Nfib-003	Nfib
ENSMUSG00000008575	ENSMUST00000107247	chondrocyte differentiation	82290173	82705750	Nfib-003	Nfib
ENSMUSG00000008575	ENSMUST00000107247	commissural neuron axon guidance	82290173	82705750	Nfib-003	Nfib
ENSMUSG00000008575	ENSMUST00000107247	abnormal forebrain development	82290173	82705750	Nfib-003	Nfib
ENSMUSG00000008575	ENSMUST00000107247	forebrain radial glial cell differentiation	82290173	82705750	Nfib-003	Nfib
ENSMUSG00000008575	ENSMUST00000107247	abnormal hindbrain development	82290173	82705750	Nfib-003	Nfib
ENSMUSG00000008575	ENSMUST00000107247	lung ciliated cell differentiation	82290173	82705750	Nfib-003	Nfib
ENSMUSG00000008575	ENSMUST00000107247	decreased mesenchymal cell proliferation involved in lung development	82290173	82705750	Nfib-003	Nfib
ENSMUSG00000008575	ENSMUST00000107247	negative regulation of cell proliferation	82290173	82705750	Nfib-003	Nfib
ENSMUSG00000008575	ENSMUST00000107247	negative regulation of epithelial cell proliferation involved in lung morphogenesis	82290173	82705750	Nfib-003	Nfib
ENSMUSG00000008575	ENSMUST00000107247	negative regulation of mesenchymal cell proliferation involved in lung development	82290173	82705750	Nfib-003	Nfib
ENSMUSG00000008575	ENSMUST00000107247	positive regulation of transcription from RNA polymerase II promoter	82290173	82705750	Nfib-003	Nfib
ENSMUSG00000008575	ENSMUST00000107247	principal sensory nucleus of trigeminal nerve development	82290173	82705750	Nfib-003	Nfib
ENSMUSG00000008575	ENSMUST00000107247	salivary gland cavitation	82290173	82705750	Nfib-003	Nfib
ENSMUSG00000008575	ENSMUST00000107247	transcriptional activator activity RNA polymerase II core promoter proximal region sequence-specific binding	82290173	82705750	Nfib-003	Nfib
ENSMUSG00000008575	ENSMUST00000140874	increased wet-to-dry lung weight ratio	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000140874	abnormal lung morphology	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000140874	impaired branching involved in terminal bronchiole morphogenesis	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000140874	respiratory distress	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000140874	atelectasis	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000140874	abnormal lung development	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000140874	pulmonary hypoplasia	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000140874	failure of eyelid fusion	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000140874	cyanosis	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000140874	abnormal respiration	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000140874	eyelids open at birth	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000140874	abnormal respiratory system physiology	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000140874	absent cerebellar foliation	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000140874	abnormal hippocampal fimbria morphology	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000140874	absent lung saccules	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000140874	abnormal major salivary gland morphology	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000140874	decreased fetal size	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000140874	absent dentate gyrus	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000140874	abnormal cerebellar granule cell morphology	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000140874	abnormal glial cell morphology	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000140874	abnormal hippocampus development	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000140874	decreased submandibular gland size	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000140874	submandibular gland hypoplasia	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000140874	enlarged brain ventricles	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000140874	abnormal pons morphology	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000140874	abnormal hippocampus CA3 region morphology	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000140874	absent corpus callosum	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000140874	absent hippocampus CA3 region	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000140874	neonatal lethality complete penetrance	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000140874	respiratory failure	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000140874	abnormal pulmonary alveolus epithelial cell morphology	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000140874	abnormal craniofacial development	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000140874	abnormal submandibular gland development	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000140874	Clara cell differentiation	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000140874	Type I pneumocyte differentiation	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000140874	Type II pneumocyte differentiation	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000140874	anterior commissure morphogenesis	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000140874	cell differentiation involved in salivary gland development	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000140874	chondrocyte differentiation	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000140874	commissural neuron axon guidance	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000140874	abnormal forebrain development	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000140874	forebrain radial glial cell differentiation	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000140874	abnormal hindbrain development	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000140874	lung ciliated cell differentiation	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000140874	decreased mesenchymal cell proliferation involved in lung development	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000140874	negative regulation of cell proliferation	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000140874	negative regulation of epithelial cell proliferation involved in lung morphogenesis	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000140874	negative regulation of mesenchymal cell proliferation involved in lung development	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000140874	positive regulation of transcription from RNA polymerase II promoter	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000140874	principal sensory nucleus of trigeminal nerve development	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000140874	salivary gland cavitation	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000140874	transcriptional activator activity RNA polymerase II core promoter proximal region sequence-specific binding	82290173	82705750	Nfib-005	Nfib
ENSMUSG00000008575	ENSMUST00000122918	increased wet-to-dry lung weight ratio	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000122918	abnormal lung morphology	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000122918	impaired branching involved in terminal bronchiole morphogenesis	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000122918	respiratory distress	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000122918	atelectasis	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000122918	abnormal lung development	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000122918	pulmonary hypoplasia	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000122918	failure of eyelid fusion	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000122918	cyanosis	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000122918	abnormal respiration	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000122918	eyelids open at birth	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000122918	abnormal respiratory system physiology	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000122918	absent cerebellar foliation	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000122918	abnormal hippocampal fimbria morphology	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000122918	absent lung saccules	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000122918	abnormal major salivary gland morphology	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000122918	decreased fetal size	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000122918	absent dentate gyrus	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000122918	abnormal cerebellar granule cell morphology	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000122918	abnormal glial cell morphology	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000122918	abnormal hippocampus development	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000122918	decreased submandibular gland size	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000122918	submandibular gland hypoplasia	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000122918	enlarged brain ventricles	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000122918	abnormal pons morphology	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000122918	abnormal hippocampus CA3 region morphology	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000122918	absent corpus callosum	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000122918	absent hippocampus CA3 region	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000122918	neonatal lethality complete penetrance	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000122918	respiratory failure	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000122918	abnormal pulmonary alveolus epithelial cell morphology	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000122918	abnormal craniofacial development	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000122918	abnormal submandibular gland development	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000122918	Clara cell differentiation	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000122918	Type I pneumocyte differentiation	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000122918	Type II pneumocyte differentiation	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000122918	anterior commissure morphogenesis	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000122918	cell differentiation involved in salivary gland development	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000122918	chondrocyte differentiation	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000122918	commissural neuron axon guidance	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000122918	abnormal forebrain development	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000122918	forebrain radial glial cell differentiation	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000122918	abnormal hindbrain development	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000122918	lung ciliated cell differentiation	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000122918	decreased mesenchymal cell proliferation involved in lung development	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000122918	negative regulation of cell proliferation	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000122918	negative regulation of epithelial cell proliferation involved in lung morphogenesis	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000122918	negative regulation of mesenchymal cell proliferation involved in lung development	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000122918	positive regulation of transcription from RNA polymerase II promoter	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000122918	principal sensory nucleus of trigeminal nerve development	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000122918	salivary gland cavitation	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000122918	transcriptional activator activity RNA polymerase II core promoter proximal region sequence-specific binding	82290173	82705750	Nfib-006	Nfib
ENSMUSG00000008575	ENSMUST00000107246	increased wet-to-dry lung weight ratio	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000107246	abnormal lung morphology	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000107246	impaired branching involved in terminal bronchiole morphogenesis	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000107246	respiratory distress	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000107246	atelectasis	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000107246	abnormal lung development	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000107246	pulmonary hypoplasia	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000107246	failure of eyelid fusion	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000107246	cyanosis	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000107246	abnormal respiration	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000107246	eyelids open at birth	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000107246	abnormal respiratory system physiology	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000107246	absent cerebellar foliation	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000107246	abnormal hippocampal fimbria morphology	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000107246	absent lung saccules	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000107246	abnormal major salivary gland morphology	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000107246	decreased fetal size	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000107246	absent dentate gyrus	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000107246	abnormal cerebellar granule cell morphology	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000107246	abnormal glial cell morphology	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000107246	abnormal hippocampus development	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000107246	decreased submandibular gland size	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000107246	submandibular gland hypoplasia	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000107246	enlarged brain ventricles	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000107246	abnormal pons morphology	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000107246	abnormal hippocampus CA3 region morphology	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000107246	absent corpus callosum	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000107246	absent hippocampus CA3 region	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000107246	neonatal lethality complete penetrance	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000107246	respiratory failure	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000107246	abnormal pulmonary alveolus epithelial cell morphology	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000107246	abnormal craniofacial development	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000107246	abnormal submandibular gland development	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000107246	Clara cell differentiation	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000107246	Type I pneumocyte differentiation	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000107246	Type II pneumocyte differentiation	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000107246	anterior commissure morphogenesis	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000107246	cell differentiation involved in salivary gland development	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000107246	chondrocyte differentiation	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000107246	commissural neuron axon guidance	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000107246	abnormal forebrain development	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000107246	forebrain radial glial cell differentiation	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000107246	abnormal hindbrain development	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000107246	lung ciliated cell differentiation	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000107246	decreased mesenchymal cell proliferation involved in lung development	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000107246	negative regulation of cell proliferation	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000107246	negative regulation of epithelial cell proliferation involved in lung morphogenesis	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000107246	negative regulation of mesenchymal cell proliferation involved in lung development	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000107246	positive regulation of transcription from RNA polymerase II promoter	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000107246	principal sensory nucleus of trigeminal nerve development	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000107246	salivary gland cavitation	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000107246	transcriptional activator activity RNA polymerase II core promoter proximal region sequence-specific binding	82290173	82705750	Nfib-007	Nfib
ENSMUSG00000008575	ENSMUST00000135024	increased wet-to-dry lung weight ratio	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000135024	abnormal lung morphology	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000135024	impaired branching involved in terminal bronchiole morphogenesis	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000135024	respiratory distress	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000135024	atelectasis	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000135024	abnormal lung development	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000135024	pulmonary hypoplasia	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000135024	failure of eyelid fusion	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000135024	cyanosis	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000135024	abnormal respiration	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000135024	eyelids open at birth	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000135024	abnormal respiratory system physiology	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000135024	absent cerebellar foliation	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000135024	abnormal hippocampal fimbria morphology	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000135024	absent lung saccules	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000135024	abnormal major salivary gland morphology	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000135024	decreased fetal size	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000135024	absent dentate gyrus	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000135024	abnormal cerebellar granule cell morphology	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000135024	abnormal glial cell morphology	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000135024	abnormal hippocampus development	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000135024	decreased submandibular gland size	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000135024	submandibular gland hypoplasia	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000135024	enlarged brain ventricles	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000135024	abnormal pons morphology	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000135024	abnormal hippocampus CA3 region morphology	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000135024	absent corpus callosum	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000135024	absent hippocampus CA3 region	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000135024	neonatal lethality complete penetrance	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000135024	respiratory failure	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000135024	abnormal pulmonary alveolus epithelial cell morphology	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000135024	abnormal craniofacial development	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000135024	abnormal submandibular gland development	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000135024	Clara cell differentiation	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000135024	Type I pneumocyte differentiation	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000135024	Type II pneumocyte differentiation	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000135024	anterior commissure morphogenesis	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000135024	cell differentiation involved in salivary gland development	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000135024	chondrocyte differentiation	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000135024	commissural neuron axon guidance	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000135024	abnormal forebrain development	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000135024	forebrain radial glial cell differentiation	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000135024	abnormal hindbrain development	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000135024	lung ciliated cell differentiation	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000135024	decreased mesenchymal cell proliferation involved in lung development	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000135024	negative regulation of cell proliferation	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000135024	negative regulation of epithelial cell proliferation involved in lung morphogenesis	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000135024	negative regulation of mesenchymal cell proliferation involved in lung development	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000135024	positive regulation of transcription from RNA polymerase II promoter	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000135024	principal sensory nucleus of trigeminal nerve development	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000135024	salivary gland cavitation	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000135024	transcriptional activator activity RNA polymerase II core promoter proximal region sequence-specific binding	82290173	82705750	Nfib-008	Nfib
ENSMUSG00000008575	ENSMUST00000152588	increased wet-to-dry lung weight ratio	82290173	82705750	Nfib-009	Nfib
ENSMUSG00000008575	ENSMUST00000152588	abnormal lung morphology	82290173	82705750	Nfib-009	Nfib
ENSMUSG00000008575	ENSMUST00000152588	impaired branching involved in terminal bronchiole morphogenesis	82290173	82705750	Nfib-009	Nfib
ENSMUSG00000008575	ENSMUST00000152588	respiratory distress	82290173	82705750	Nfib-009	Nfib
ENSMUSG00000008575	ENSMUST00000152588	atelectasis	82290173	82705750	Nfib-009	Nfib
ENSMUSG00000008575	ENSMUST00000152588	abnormal lung development	82290173	82705750	Nfib-009	Nfib
ENSMUSG00000008575	ENSMUST00000152588	pulmonary hypoplasia	82290173	82705750	Nfib-009	Nfib
ENSMUSG00000008575	ENSMUST00000152588	failure of eyelid fusion	82290173	82705750	Nfib-009	Nfib
ENSMUSG00000008575	ENSMUST00000152588	cyanosis	82290173	82705750	Nfib-009	Nfib
ENSMUSG00000008575	ENSMUST00000152588	abnormal respiration	82290173	82705750	Nfib-009	Nfib
ENSMUSG00000008575	ENSMUST00000152588	eyelids open at birth	82290173	82705750	Nfib-009	Nfib
ENSMUSG00000008575	ENSMUST00000152588	abnormal respiratory system physiology	82290173	82705750	Nfib-009	Nfib
ENSMUSG00000008575	ENSMUST00000152588	absent cerebellar foliation	82290173	82705750	Nfib-009	Nfib
ENSMUSG00000008575	ENSMUST00000152588	abnormal hippocampal fimbria morphology	82290173	82705750	Nfib-009	Nfib
ENSMUSG00000008575	ENSMUST00000152588	absent lung saccules	82290173	82705750	Nfib-009	Nfib
ENSMUSG00000008575	ENSMUST00000152588	abnormal major salivary gland morphology	82290173	82705750	Nfib-009	Nfib
ENSMUSG00000008575	ENSMUST00000152588	decreased fetal size	82290173	82705750	Nfib-009	Nfib
ENSMUSG00000008575	ENSMUST00000152588	absent dentate gyrus	82290173	82705750	Nfib-009	Nfib
ENSMUSG00000008575	ENSMUST00000152588	abnormal cerebellar granule cell morphology	82290173	82705750	Nfib-009	Nfib
ENSMUSG00000008575	ENSMUST00000152588	abnormal glial cell morphology	82290173	82705750	Nfib-009	Nfib
ENSMUSG00000008575	ENSMUST00000152588	abnormal hippocampus development	82290173	82705750	Nfib-009	Nfib
ENSMUSG00000008575	ENSMUST00000152588	decreased submandibular gland size	82290173	82705750	Nfib-009	Nfib
